id,name,genus,height_dm,weight_hg,types,base_experience,hp,attack,defense,special-attack,special-defense,speed,abilities,hidden_ability,is_baby,is_legendary,is_mythical,egg_groups,growth_rate,habitat,color,shape,evolution_chain,in_red_blue,in_yellow,in_gold_silver,in_crystal,in_ruby_sapphire,in_emerald,in_firered_leafgreen,in_diamond_pearl,in_platinum,in_heartgold_soulsilver,in_black_white,in_black-2_white-2,in_x_y,in_omega-ruby_alpha-sapphire,in_sun_moon,in_ultra-sun_ultra-moon,in_lets-go-pikachu_eevee,in_sword_shield,in_brilliant-diamond_shining-pearl,in_legends-arceus,in_scarlet_violet,flavor_text,sprite_front_default,sprite_back_default,sprite_front_shiny,sprite_back_shiny,official_artwork_url,all_moves
62,poliwrath,Tadpole Pokémon,13,540,water|fighting,230,90,95,95,70,90,70,water-absorb|damp,swift-swim,False,False,False,water1,medium-slow,waters-edge,blue,humanoid,poliwag -> poliwhirl -> poliwrath,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/62.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/62.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/62.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/62.png,amnesia|attract|baton-pass|belly-drum|bide|blizzard|body-slam|brick-break|bubble|bubble-beam|bulk-up|bulldoze|captivate|chilling-water|circle-throw|close-combat|coaching|confide|counter|curse|darkest-lariat|defense-curl|detect|dig|dive|double-edge|double-slap|double-team|drain-punch|dual-chop|dynamic-punch|earth-power|earthquake|encore|endeavor|endure|facade|fissure|fling|focus-blast|focus-punch|frustration|giga-impact|hail|haze|headbutt|helping-hand|hidden-power|high-horsepower|hydro-pump|hyper-beam|hypnosis|ice-beam|ice-punch|icy-wind|knock-off|liquidation|low-kick|low-sweep|mega-kick|mega-punch|metronome|mimic|mind-reader|mist|mud-shot|mud-slap|muddy-water|natural-gift|payback|poison-jab|pound|power-up-punch|protect|psych-up|psychic|psywave|rage|rain-dance|rest|return|reversal|rock-climb|rock-slide|rock-smash|rock-tomb|round|scald|scary-face|secret-power|seismic-toss|skull-bash|sleep-talk|snore|splash|strength|submission|substitute|superpower|surf|swagger|swift|take-down|taunt|tera-blast|thief|throat-chop|toxic|upper-hand|vacuum-wave|water-gun|water-pulse|waterfall|weather-ball|whirlpool|work-up
63,abra,Psi Pokémon,9,195,psychic,62,25,20,15,105,55,90,synchronize|inner-focus,magic-guard,False,False,False,humanshape,medium-slow,urban,brown,upright,abra -> kadabra -> alakazam,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Using its ability to read minds, it will identify impending danger and TELEPORT to safety.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/63.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/63.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/63.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/63.png,ally-switch|attract|barrier|bide|body-slam|calm-mind|captivate|charge-beam|confide|confusion|counter|curse|dazzling-gleam|double-edge|double-team|drain-punch|dream-eater|dynamic-punch|embargo|encore|endure|energy-ball|facade|fire-punch|flash|fling|focus-punch|foul-play|frustration|grass-knot|gravity|guard-split|guard-swap|headbutt|hidden-power|ice-punch|iron-tail|knock-off|light-screen|magic-coat|magic-room|mega-kick|mega-punch|metronome|mimic|natural-gift|nightmare|power-swap|power-trick|protect|psych-up|psychic|psychic-terrain|psycho-shift|psyshock|psywave|rage|rain-dance|recycle|reflect|rest|return|role-play|round|safeguard|secret-power|seismic-toss|shadow-ball|shock-wave|signal-beam|skill-swap|skull-bash|sleep-talk|snatch|snore|speed-swap|submission|substitute|sunny-day|swagger|swift|take-down|taunt|telekinesis|teleport|thief|thunder-punch|thunder-wave|torment|toxic|tri-attack|trick|trick-room|wonder-room|zap-cannon|zen-headbutt
64,kadabra,Psi Pokémon,13,565,psychic,140,40,35,30,120,70,105,synchronize|inner-focus,magic-guard,False,False,False,humanshape,medium-slow,urban,brown,upright,abra -> kadabra -> alakazam,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It emits special alpha waves from its body that induce headaches just by being close by.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/64.png,ally-switch|attract|bide|body-slam|calm-mind|captivate|charge-beam|confide|confusion|counter|curse|dazzling-gleam|dig|disable|double-edge|double-team|drain-punch|dream-eater|dynamic-punch|embargo|encore|endure|energy-ball|expanding-force|facade|fire-punch|flash|fling|focus-punch|foul-play|frustration|future-sight|grass-knot|gravity|guard-swap|headbutt|hidden-power|hypnosis|ice-punch|iron-tail|kinesis|knock-off|light-screen|magic-coat|magic-room|mega-kick|mega-punch|metronome|mimic|miracle-eye|natural-gift|night-shade|nightmare|power-swap|protect|psybeam|psych-up|psychic|psychic-terrain|psycho-cut|psyshock|psywave|rage|rain-dance|recover|recycle|reflect|rest|return|role-play|round|safeguard|secret-power|seismic-toss|shadow-ball|shock-wave|signal-beam|skill-swap|skull-bash|sleep-talk|snatch|snore|speed-swap|submission|substitute|sunny-day|swagger|swift|take-down|taunt|telekinesis|teleport|thief|thunder-punch|thunder-wave|torment|toxic|tri-attack|trick|trick-room|wonder-room|zap-cannon|zen-headbutt
65,alakazam,Psi Pokémon,15,480,psychic,225,55,50,45,135,95,120,synchronize|inner-focus,magic-guard,False,False,False,humanshape,medium-slow,urban,brown,humanoid,abra -> kadabra -> alakazam,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Its brain can out­ perform a super­ computer. Its intelligence quotient is said to be 5,000.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/65.png,ally-switch|attract|barrier|bide|body-slam|calm-mind|captivate|charge-beam|confide|confusion|counter|curse|dazzling-gleam|dig|disable|double-edge|double-team|drain-punch|dream-eater|dynamic-punch|embargo|encore|endure|energy-ball|expanding-force|facade|fire-punch|flash|fling|focus-blast|focus-punch|foul-play|frustration|future-sight|giga-impact|grass-knot|gravity|guard-swap|headbutt|hidden-power|hyper-beam|hypnosis|ice-punch|imprison|iron-tail|kinesis|knock-off|laser-focus|light-screen|magic-coat|magic-room|mega-kick|mega-punch|metronome|mimic|miracle-eye|nasty-plot|natural-gift|night-shade|nightmare|power-swap|protect|psybeam|psych-up|psychic|psychic-terrain|psycho-cut|psyshock|psywave|rage|rain-dance|recover|recycle|reflect|rest|return|role-play|round|safeguard|secret-power|seismic-toss|shadow-ball|shock-wave|signal-beam|skill-swap|skull-bash|sleep-talk|snatch|snore|speed-swap|stored-power|submission|substitute|sunny-day|swagger|swift|take-down|taunt|telekinesis|teleport|thief|thunder-punch|thunder-wave|torment|toxic|tri-attack|trick|trick-room|wonder-room|zap-cannon|zen-headbutt
66,machop,Superpower Pokémon,8,195,fighting,61,70,80,50,35,35,35,guts|no-guard,steadfast,False,False,False,humanshape,medium-slow,mountain,gray,upright,machop -> machoke -> machamp,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/66.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/66.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/66.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/66.png,attract|bide|body-slam|brick-break|bulk-up|bulldoze|bullet-punch|captivate|close-combat|coaching|confide|counter|cross-chop|curse|detect|dig|double-edge|double-hit|double-team|dual-chop|dynamic-punch|earthquake|encore|endure|facade|fire-blast|fire-punch|fissure|flamethrower|fling|focus-blast|focus-energy|focus-punch|foresight|frustration|headbutt|heavy-slam|helping-hand|hidden-power|ice-punch|incinerate|karate-chop|knock-off|leer|light-screen|low-kick|low-sweep|mach-punch|meditate|mega-kick|mega-punch|metronome|mimic|mud-slap|natural-gift|payback|poison-jab|power-trick|power-up-punch|protect|quick-guard|rage|rain-dance|rest|retaliate|return|revenge|reversal|rock-climb|rock-slide|rock-smash|rock-tomb|role-play|rolling-kick|round|scary-face|secret-power|seismic-toss|skull-bash|sleep-talk|smack-down|smelling-salts|snore|strength|submission|substitute|sunny-day|superpower|swagger|tackle|take-down|thief|thunder-punch|tickle|toxic|vacuum-wave|vital-throw|wake-up-slap|work-up
67,machoke,Superpower Pokémon,15,705,fighting,142,80,100,70,50,60,45,guts|no-guard,steadfast,False,False,False,humanshape,medium-slow,mountain,gray,humanoid,machop -> machoke -> machamp,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/67.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/67.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/67.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/67.png,attract|bide|body-slam|brick-break|bulk-up|bulldoze|bullet-punch|captivate|close-combat|coaching|confide|counter|cross-chop|curse|detect|dig|double-edge|double-hit|double-team|dual-chop|dynamic-punch|earthquake|encore|endure|facade|fire-blast|fire-punch|fissure|flamethrower|fling|focus-blast|focus-energy|focus-punch|foresight|frustration|headbutt|heavy-slam|helping-hand|hidden-power|ice-punch|incinerate|karate-chop|knock-off|leer|light-screen|low-kick|low-sweep|mach-punch|mega-kick|mega-punch|metronome|mimic|mud-slap|natural-gift|payback|poison-jab|power-up-punch|protect|rage|rain-dance|rest|retaliate|return|revenge|reversal|rock-climb|rock-slide|rock-smash|rock-tomb|role-play|round|scary-face|secret-power|seismic-toss|skull-bash|sleep-talk|smack-down|snore|stomping-tantrum|strength|submission|substitute|sunny-day|superpower|swagger|tackle|take-down|thief|thunder-punch|toxic|vacuum-wave|vital-throw|wake-up-slap|work-up
68,machamp,Superpower Pokémon,16,1300,fighting,227,90,130,80,65,85,55,guts|no-guard,steadfast,False,False,False,humanshape,medium-slow,mountain,gray,humanoid,machop -> machoke -> machamp,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/68.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/68.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/68.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/68.png,assurance|attract|bide|body-slam|brick-break|bulk-up|bulldoze|bullet-punch|captivate|close-combat|coaching|confide|counter|cross-chop|cross-poison|curse|darkest-lariat|detect|dig|double-edge|double-hit|double-team|drain-punch|dual-chop|dynamic-punch|earthquake|encore|endure|facade|fire-blast|fire-punch|fissure|flamethrower|fling|focus-blast|focus-energy|focus-punch|foresight|frustration|giga-impact|headbutt|heavy-slam|helping-hand|hidden-power|high-horsepower|hyper-beam|ice-punch|incinerate|karate-chop|knock-off|leer|light-screen|low-kick|low-sweep|mach-punch|mega-kick|mega-punch|metronome|mimic|mud-slap|natural-gift|payback|poison-jab|power-up-punch|protect|rage|rain-dance|rest|retaliate|return|revenge|reversal|rock-blast|rock-climb|rock-slide|rock-smash|rock-tomb|role-play|round|scary-face|secret-power|seismic-toss|skull-bash|sleep-talk|smack-down|snore|stomping-tantrum|stone-edge|strength|submission|substitute|sunny-day|superpower|swagger|tackle|take-down|thief|throat-chop|thunder-punch|toxic|vacuum-wave|vital-throw|wake-up-slap|wide-guard|work-up
69,bellsprout,Flower Pokémon,7,40,grass|poison,60,50,75,35,70,30,40,chlorophyll,gluttony,False,False,False,plant,medium-slow,forest,green,humanoid,bellsprout -> weepinbell -> victreebel,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/69.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/69.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/69.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/69.png,acid|acid-spray|attract|belch|bide|bind|bullet-seed|captivate|clear-smog|confide|curse|cut|double-edge|double-team|encore|endure|energy-ball|facade|flash|frustration|gastro-acid|giga-drain|grass-knot|grassy-glide|grassy-terrain|growth|headbutt|hidden-power|infestation|ingrain|knock-off|leaf-storm|leech-life|lunge|magical-leaf|mega-drain|mimic|natural-gift|nature-power|poison-jab|poison-powder|pounce|power-whip|protect|rage|razor-leaf|reflect|rest|return|round|secret-power|seed-bomb|slam|sleep-powder|sleep-talk|sludge-bomb|sludge-wave|snore|solar-beam|strength-sap|stun-spore|substitute|sucker-punch|sunny-day|swagger|sweet-scent|swords-dance|synthesis|take-down|tera-blast|thief|tickle|toxic|trailblaze|venoshock|vine-whip|weather-ball|worry-seed|wrap|wring-out
70,weepinbell,Flycatcher Pokémon,10,64,grass|poison,137,65,90,50,85,45,55,chlorophyll,gluttony,False,False,False,plant,medium-slow,forest,green,blob,bellsprout -> weepinbell -> victreebel,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/70.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/70.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/70.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/70.png,acid|acid-spray|attract|bide|bind|body-slam|bug-bite|bullet-seed|captivate|clear-smog|confide|curse|cut|double-edge|double-team|encore|endure|energy-ball|facade|flash|frustration|gastro-acid|giga-drain|grass-knot|grassy-glide|grassy-terrain|growth|headbutt|hidden-power|infestation|ingrain|knock-off|leaf-storm|leech-life|lunge|magical-leaf|mega-drain|mimic|natural-gift|nature-power|poison-jab|poison-powder|pounce|power-whip|protect|rage|razor-leaf|reflect|rest|return|round|secret-power|seed-bomb|slam|sleep-powder|sleep-talk|sludge-bomb|sludge-wave|snore|solar-beam|strength-sap|stun-spore|substitute|sucker-punch|sunny-day|swagger|sweet-scent|swift|swords-dance|synthesis|take-down|tera-blast|thief|tickle|toxic|trailblaze|venoshock|vine-whip|weather-ball|worry-seed|wrap|wring-out
71,victreebel,Flycatcher Pokémon,17,155,grass|poison,221,80,105,65,100,70,70,chlorophyll,gluttony,False,False,False,plant,medium-slow,forest,green,blob,bellsprout -> weepinbell -> victreebel,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,"Said to live in huge colonies deep in jungles, although no one has ever returned from there.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/71.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/71.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/71.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/71.png,acid|acid-spray|attract|bide|bind|body-slam|bug-bite|bullet-seed|captivate|clear-smog|confide|curse|cut|double-edge|double-team|encore|endure|energy-ball|facade|flash|frustration|gastro-acid|giga-drain|giga-impact|grass-knot|grassy-glide|grassy-terrain|growth|headbutt|hidden-power|hyper-beam|infestation|ingrain|knock-off|leaf-blade|leaf-storm|leaf-tornado|leech-life|lunge|magical-leaf|mega-drain|mimic|natural-gift|nature-power|poison-jab|poison-powder|pounce|power-whip|protect|rage|razor-leaf|reflect|rest|return|round|scary-face|secret-power|seed-bomb|slam|sleep-powder|sleep-talk|sludge-bomb|sludge-wave|snore|solar-beam|spit-up|stockpile|strength-sap|stun-spore|substitute|sucker-punch|sunny-day|swagger|swallow|sweet-scent|swift|swords-dance|synthesis|take-down|tera-blast|thief|tickle|toxic|trailblaze|venoshock|vine-whip|weather-ball|worry-seed|wrap
72,tentacool,Jellyfish Pokémon,9,455,water|poison,67,40,40,35,50,100,70,clear-body|liquid-ooze,rain-dish,False,False,False,water3,slow,sea,blue,tentacles,tentacool -> tentacruel,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/72.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/72.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/72.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/72.png,acid|acid-armor|acid-spray|acupressure|aqua-ring|attract|aurora-beam|barrier|bide|bind|blizzard|brine|brutal-swing|bubble|bubble-beam|captivate|chilling-water|confide|confuse-ray|constrict|cross-poison|curse|cut|dazzling-gleam|dive|double-edge|double-team|endure|facade|flip-turn|frustration|giga-drain|gunk-shot|hail|haze|headbutt|hex|hidden-power|hydro-pump|ice-beam|icy-wind|infestation|knock-off|liquidation|magic-coat|mega-drain|mimic|mirror-coat|mud-shot|muddy-water|natural-gift|payback|poison-jab|poison-sting|pounce|protect|rage|rain-dance|rapid-spin|reflect|rest|return|round|safeguard|scald|screech|secret-power|skull-bash|sleep-talk|sludge-bomb|sludge-wave|snore|substitute|supersonic|surf|swagger|swift|swords-dance|take-down|tera-blast|thief|throat-chop|tickle|toxic|toxic-spikes|venoshock|water-gun|water-pulse|waterfall|whirlpool|wrap|wring-out
